LoanRange,BusinessName,Address,City,State,Zip,NAICSCode,BusinessType,RaceEthnicity,Gender,Veteran,NonProfit,JobsRetained,DateApproved,Lender,CD
"e $150,000-350,000","B&R FISH BY PRODUCTS, INC.",819 Lower Mill Bay Rd.,KODIAK,AK,99615,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/15/20,KeyBank National Association,AK - 00
"e $150,000-350,000","B.J. COOPES MD, LLC",10840 Vosikof PL,ANCHORAGE,AK,99507,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,8,4/8/20,NuVision FCU,AK - 00
"e $150,000-350,000",BAKER CONSTRUCTION INC,3123 Simond Hill,BARROW,AK,99723,236220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,22,4/10/20,Denali State Bank,AK - 00
"e $150,000-350,000","BANKSTON GRONNING BRECHT, PC","188 W NORTHERN LIGHTS BLVD, SUITE 1020",ANCHORAGE,AK,99503,541110,Corporation,Unanswered,Unanswered,Unanswered,,8,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000","BARLOW ANDERSON, LLC",420 L Street,ANCHORAGE,AK,99501,541110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,6/25/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BARTOW ASSOCIATES INC,9330 VANGUARD DR # 203,ANCHORAGE,AK,99507,541611,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",BAXTER BRUCE & SULLIVAN P C,9309 GLACIER HWY SUITE A-201,JUNEAU,AK,99801,541199,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,11,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",BBFM ENGINEERS INC,845 K STREET,ANCHORAGE,AK,99501,541330,Cooperative,Unanswered,Unanswered,Unanswered,,11,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BECKLEY MECHANICAL COMPANY,2125 Richardson Hwy,NORTH POLE,AK,99705,238220,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,4/4/20,Denali State Bank,AK - 00
"e $150,000-350,000",BEHAPPY LLC,1140 E  4TH AVE,ANCHORAGE,AK,99501,561790,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,17,4/5/20,Northrim Bank,AK - 00
"e $150,000-350,000",BEHAVIOR MATTERS LLC,16941 N EAGLE RIVER LOOP RD SUITE 3,EAGLE RIVER,AK,99577,812990,Limited  Liability Company(LLC),Unanswered,Female Owned,Veteran,,34,4/15/20,Northrim Bank,AK - 00
"e $150,000-350,000",BELLA VISTA PIZZERIA & RESTAURANT LLC,20908 Bill Stephens Drive,CHUGIAK,AK,99567,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,23,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BEN N DEZ INC.,16410 Brooks Loop,ANCHORAGE,AK,99507,722511,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,50,4/14/20,SaviBank,AK - 00
"e $150,000-350,000",BENJAMIN R GILBERT DDS PC,418 4TH ST,JUNEAU,AK,99801,621210,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,9,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",BERING STRAITS DEVELOPMENT COMPANY,3301 C ST,ANCHORAGE,AK,99503,721110,Corporation,Unanswered,Unanswered,Unanswered,,33,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000","BERNHOLZ & GRAHAM, INC",600 Barrow STreet Ste 400,ANCHORAGE,AK,99501,541910,Corporation,Unanswered,Unanswered,Unanswered,,27,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","BERNIES PHARMACY, INC.","4100 Lake Otis Pkwy, Ste 200",ANCHORAGE,AK,99508,446110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,14,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","BEST STORAGE, INC.",2200 SEWARD HWY,ANCHORAGE,AK,99503,531130,Corporation,Unanswered,Unanswered,Unanswered,,21,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000","BEST TRANSIT MIX, INC",35482 KB Dr,SOLDOTNA,AK,99669,327320,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,23,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",BETHEL FAMILY CLINIC,P.O. Box 1908,BETHEL,AK,99559,621111,Trust,Unanswered,Unanswered,Unanswered,,21,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BETHEL FEDERAL SERVICES LLC,2605 DENALI STREET,ANCHORAGE,AK,99503,561210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BETHEL NATIVE CORPORATION,PO BOX 719,BETHEL,AK,99559,551114,Corporation,Unanswered,Unanswered,Unanswered,,15,4/27/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BETHEL SOLUTIONS INC,2605 DENALI STREET,ANCHORAGE,AK,99503,551114,Corporation,Unanswered,Unanswered,Unanswered,,11,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","BETTER HEALTH PAIN AND WELNESS CENTER, LLC",8840 Old Seward Hwy Ste E,ANCHORAGE,AK,99515,621310,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BHAG LLC,1991 FOX AVE,FAIRBANKS,AK,99701,442210,Limited  Liability Company(LLC),White,Male Owned,Non-Veteran,,24,4/4/20,Northrim Bank,AK - 00
"e $150,000-350,000",BIG BROTHERS BIG SISTERS OF ALASKA,1057 W FIREWEED LANE SUITE 202,ANCHORAGE,AK,99503,624110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,18,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","BIG DIPPER CONSTRUCTION, INC",PO BOx 874550,WASILLA,AK,99687,238910,Corporation,Unanswered,Unanswered,Unanswered,,24,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BILAN CHIROPRACTIC PC,261 E 26th Ave,ANCHORAGE,AK,99503,621310,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,4/5/20,Northrim Bank,AK - 00
"e $150,000-350,000","BLAKE FULTON QUACKENBUSH, A PUBLIC CORPORATION",807 G Street Suite 100,ANCHORAGE,AK,99501,541110,Corporation,Unanswered,Unanswered,Unanswered,,16,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","BLOCK 13 HOTEL, LLC",813 D Street,ANCHORAGE,AK,99501,531110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,46,4/13/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BLUE MARU,2051 Sea level drive,KETCHIKAN,AK,99901,114119,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,0,6/30/20,KeyBank National Association,AK - 00
"e $150,000-350,000",BOAT SHOP INC,1050 Chena Pump Rd,FAIRBANKS,AK,99709,441210,Corporation,Unanswered,Male Owned,Unanswered,,13,4/7/20,Denali State Bank,AK - 00
"e $150,000-350,000",BORE TIDE CONSTRUCTION LLC,1740 North Terrilou Court,PALMER,AK,99645,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BOWMAN MECHANICAL CONTRACTORS,6151 A ST,ANCHORAGE,AK,99518,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,4/5/20,Northrim Bank,AK - 00
"e $150,000-350,000","BOYNTON OFFICE SYSTEMS, INC.",551 3rd Street,FAIRBANKS,AK,99701,811212,Corporation,Unanswered,Male Owned,Non-Veteran,,,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",BOYS AND GIRLS CLUB OF THE KENAI PENINSULA,705 FRONTAGE RD,KENAI,AK,99611,813410,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,27,4/14/20,Northrim Bank,AK - 00
"e $150,000-350,000","BRANCH RIVER AIR SERVICE, INC.","4540 Edinburgh Dr. PO Box 545, King Salmon",ANCHORAGE,AK,99502,481219,Corporation,Unanswered,Male Owned,Unanswered,,7,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",BREAD & BREW LLC,1450 E Tudor Rd Ste 200,ANCHORAGE,AK,99507,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,22,4/6/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","BRENNA, BELL & WALKER, PC","810 N Street, Suite 100",ANCHORAGE,AK,99501,541110,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,18,4/9/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","BRICE CIVIL CONSTRUCTORS, INC.",5015 Business Park Blvd,ANCHORAGE,AK,99503,237310,Corporation,Unanswered,Unanswered,Unanswered,,25,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000",BRIDGE SEAFOOD INC,221 W SHIP CREEK AVE,ANCHORAGE,AK,99501,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,30,4/9/20,Northrim Bank,AK - 00
"e $150,000-350,000",BRILLANT MEDIA STRATEGIES ALASKA INC,900 W 5TH AVENUE SUITE 100,ANCHORAGE,AK,99501,541810,Corporation,Unanswered,Unanswered,Unanswered,,14,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BRISTOL BAY FUELS LLC,5015 BUSINESS PARK BLVD. SUITE 4000,ANCHORAGE,AK,99503,,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",BRISTOL BAY LODGE LLC,5870 Alpine Woods Drive,ANCHORAGE,AK,99516,721214,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,29,4/13/20,United Bank,AK - 00
"e $150,000-350,000",BRISTOL CONSTRUCTION SERVICES LLC,111 W. 16TH AVENUE 3RD FLOOR,ANCHORAGE,AK,99501,236220,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",BRISTOL DESIGN BUILD SERVICES LLC,111 W. 16TH AVENUE 3RD FLOOR,ANCHORAGE,AK,99501,561110,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",BRISTOL ENGINEERING SERVICES COMPANY LLC,111 W. 16TH AVENUE 3RD FLOOR,ANCHORAGE,AK,99501,541330,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",BRUNO INVESTMENTS LLC,2636 SPENARD RD,ANCHORAGE,AK,99503,611620,Limited  Liability Company(LLC),White,Female Owned,Non-Veteran,,31,4/30/20,Bank of Charles Town,AK - 00
"e $150,000-350,000","BSX, LLC",3601 C st Ste 1000-37,ANCHORAGE,AK,99503,562910,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,5,4/5/20,Northrim Bank,AK - 00
"e $150,000-350,000",BUCKETS NORTH INC,43960 Sterling Hwy,SOLDOTNA,AK,99669,722410,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,28,4/7/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BULLWINKLE'S INC,318 Willoughby Ave,JUNEAU,AK,99801,722511,Corporation,Unanswered,Unanswered,Unanswered,,42,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",BYLER CONTRACTING,P.O. Box 877750,WASILLA,AK,99687,236115,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,12,4/30/20,Northrim Bank,AK - 00
"e $150,000-350,000","C H I OF ALASKA, INC.",507 W NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99503,524210,Corporation,Unanswered,Unanswered,Unanswered,,18,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",CABLE & MCCORMICK APC,2110 E Northern Lights BLVD,ANCHORAGE,AK,99508,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,13,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",CAFE DE PARIS CATERING COMPANY,575 First Ave,FAIRBANKS,AK,99701,722511,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,50,4/4/20,Mt. McKinley Bank,AK - 00
"e $150,000-350,000",CAMAI COMMUNITY HEALTH CENTER INC,2 SCHOOL ROAD,NAKNEK,AK,99633,621112,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",CAMPER VALLEY RV LLC,2521 E Mountain Village Apt B Suite 624,WASILLA,AK,99654,441210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,9,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","CANETE, LLC",1200 E 76TH AVE SUITE 1217,ANCHORAGE,AK,99518,561720,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,35,4/13/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","CANTINA, INC",11901 Business Blvd,EAGLE RIVER,AK,99577,722511,Corporation,Unanswered,Male Owned,Non-Veteran,,74,4/13/20,KeyBank National Association,AK - 00
"e $150,000-350,000","CAPITOL MOTOR SUPPLY, INC",9110 Mendenhall Mall rd,JUNEAU,AK,99801,441310,Subchapter S Corporation,White,Male Owned,Unanswered,,13,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000","CATHERINE PEIMANN, MD LLC",641 W. Willoughby Avenue Suite 201,JUNEAU,AK,99801,621111,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,19,4/11/20,First Bank,AK - 00
"e $150,000-350,000",CATHOLIC COMMUNITY SERVICE INC.,1803 Glacier Highway,JUNEAU,AK,99801,624120,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,107,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",CBC CONSTRUCTION INC.,107 Smith St,SITKA,AK,99835,236220,Corporation,White,Male Owned,Non-Veteran,,28,4/9/20,Northrim Bank,AK - 00
"e $150,000-350,000",CCI INVESTMENT GROUP INC,3002 SEWARD HIGHWAY,ANCHORAGE,AK,99503,238210,Corporation,Unanswered,Male Owned,Non-Veteran,,30,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","CENTER FOR WOMEN'S HEALTH CARE, LLC",3505 E Meridian Park Loop Ste 100,WASILLA,AK,99654,621111,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",CENTRAL PLUMBING & HEATING INC,212 EAST INTERNATIONAL ARPT ROAD,ANCHORAGE,AK,99518,238220,Corporation,Unanswered,Unanswered,Unanswered,,0,5/6/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000",CHANDLER CORPORATION,4400 Spenard Road,ANCHORAGE,AK,99517,721110,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,26,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",CHANNEL CONSTRUCTION INC,5326 SHAUNE DR SUITE A,JUNEAU,AK,99801,236220,Corporation,Unanswered,Male Owned,Non-Veteran,,20,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",CHANNEL ELECTRIC INC,1155 COPPER RIDGE LN,KETCHIKAN,AK,99901,237990,Corporation,Unanswered,Male Owned,Unanswered,,20,4/9/20,First Bank,AK - 00
"e $150,000-350,000",CHEVAK CO. CORPORATION,292 Aurora St,CHEVAK,AK,99563,921150,Corporation,Unanswered,Unanswered,Unanswered,,51,6/25/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","CHILDREN'S WORLD BILINGUAL MONTESSORI, LLC",7423 JEWEL LAKE RD,ANCHORAGE,AK,99502,624410,Limited  Liability Company(LLC),Hispanic,Male Owned,Non-Veteran,,36,4/28/20,Alaska USA FCU,AK - 00
"e $150,000-350,000","CHITINA ELECTRIC, INC",2011 1 Mile Village Rd,CHITINA,AK,99566,238990,Corporation,Unanswered,Unanswered,Unanswered,,15,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",CHOGGIUNG LIMITED,104 Main Street,DILLINGHAM,AK,99576,531120,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,5/3/20,Synovus Bank,AK - 00
"e $150,000-350,000","CHOICES, INC.",1231 GAMBELL ST,ANCHORAGE,AK,99501,621498,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,30,6/9/20,Northrim Bank,AK - 00
"e $150,000-350,000",CHRISTIAN HEALTH ASSOCIATES,1825 ACADEMY DR,ANCHORAGE,AK,99507,813110,Corporation,Unanswered,Male Owned,Unanswered,,36,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000","CHUGACH ADVENTURE GUIDES, LLC",439 Mount Hood Drive,GIRDWOOD,AK,99587,481219,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,20,4/8/20,Northrim Bank,AK - 00
"e $150,000-350,000","CHUGACH PHYSICAL THERAPY, INC",2740 Lake Otis Parkway,ANCHORAGE,AK,99508,621340,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,19,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",CHUN LLC,3337 Fairbanks St,ANCHORAGE,AK,99503,722511,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,34,4/30/20,Northern Skies FCU,AK - 00
"e $150,000-350,000",CHURCH ON THE ROCK,3571 W Machen Drive,WASILLA,AK,99654,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,48,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",CINDY AND VIC'S R & R INC,3401 E 42ND AVE SUITE 101,ANCHORAGE,AK,99508,624120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,38,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",CLAPP PETERSON TIEMESSEN THORSNESS LLC,711 H ST STE 620,ANCHORAGE,AK,99501,541199,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,4/13/20,Northrim Bank,AK - 00
"e $150,000-350,000","CLARK MANAGEMENT, INC.",73044 Milo Fritz Avenue,ANCHOR POINT,AK,99556,237120,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,10,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000","CLEAR EXCAVATING, LLC",9391 E FALK RD,BIG LAKE,AK,99652,561730,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,13,4/14/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",CMC CONSTRUCTION LLC,11150 Our Rd,ANCHORAGE,AK,99516,236118,Partnership,Unanswered,Unanswered,Unanswered,,15,4/15/20,Alaska USA FCU,AK - 00
"e $150,000-350,000",CMMP LLC,113 HARVEST WAY #12,SITKA,AK,99835,238190,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,10,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",CNR ENTERPRISE LLC,275 BENTLEY TRUST RD,FAIRBANKS,AK,99701,722511,Corporation,Unanswered,Female Owned,Unanswered,,35,4/3/20,Northrim Bank,AK - 00
"e $150,000-350,000","CO-OCCURRING DISORDERS INSTITUTE, INC",11921 PALMER WASILLA HWY,PALMER,AK,99645,621330,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,42,4/27/20,Matanuska Valley FCU,AK - 00
"e $150,000-350,000",COASTAL NEUROLOGY & NEUROSURGERY INC,4100 LAKE OTIS PARKWAY STE 320,ANCHORAGE,AK,99508,621111,Corporation,Unanswered,Unanswered,Unanswered,,19,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",COFFMAN DENTAL,351 W SWANSON AVE,WASILLA,AK,99654,,Corporation,Unanswered,Unanswered,Unanswered,,,5/3/20,"Wells Fargo Bank, National Association",AK - 00
"e $150,000-350,000","COLD CLIMATE HOUSING RESEARCH CENTER, INC",955 Draanjik Dr,FAIRBANKS,AK,99775,611710,Non-Profit Organization,Unanswered,Male Owned,Unanswered,Y,19,4/6/20,Denali State Bank,AK - 00
"e $150,000-350,000",COLD SPOT FEEDS INC.,377 Helmericks Ave,FAIRBANKS,AK,99701,453910,Corporation,Unanswered,Unanswered,Unanswered,,22,4/11/20,KeyBank National Association,AK - 00
"e $150,000-350,000","COLE INVESTMENTS, INC.",5131 E MAYFLOWER LN,WASILLA,AK,99654,531110,Corporation,Unanswered,Female Owned,Unanswered,,14,4/10/20,Matanuska Valley FCU,AK - 00
"e $150,000-350,000",COLLEGE VILLAGE ANIMAL CLINIC INC,2036 E Northern Lights Blvd,ANCHORAGE,AK,99508,541940,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",COLLINS CONSTRUCTION COMPANY INC.,1075 S Check St Stuite 104,WASILLA,AK,99654,236220,Corporation,Unanswered,Unanswered,Unanswered,,8,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",COLONY MANOR ASSISTED LIVING CARE,4851 E BLUE LUPINE DR SUITE A,WASILLA,AK,99654,624190,Corporation,Unanswered,Unanswered,Unanswered,,31,6/19/20,Northrim Bank,AK - 00
"e $150,000-350,000",COLOR ART PRINTING CO. INC.,"430 W. 7TH AVE, Suite 10",ANCHORAGE,AK,99501,323111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,12,4/9/20,Northrim Bank,AK - 00
"e $150,000-350,000","COMBS INSURANCE AGENCY, INC",341 S Alaska Street,PALMER,AK,99645,524210,Corporation,Unanswered,Unanswered,Unanswered,,12,4/10/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","CONGREGATION BETH SHOLOM OF ANCHORAGE, INC.",7525 East NORTHERN LIGHTS BLVD,ANCHORAGE,AK,99504,813110,Professional Association,Unanswered,Unanswered,Unanswered,,25,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000","CONSOLIDATED CONTRACTING & ENGINEERING, LLC",2440 E Tudor Rd #1139,ANCHORAGE,AK,99507,236220,Limited  Liability Company(LLC),Unanswered,Male Owned,Unanswered,,10,4/27/20,NuVision FCU,AK - 00
"e $150,000-350,000","COOGAN CONSTRUCTION COMPANY, INC",P.O. Box 34499,JUNEAU,AK,99803,237990,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,54,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000",COOK & HAUGEBERG LLC,119 North Cushman Street,FAIRBANKS,AK,99701,541211,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,15,4/15/20,KeyBank National Association,AK - 00
"e $150,000-350,000",COOK INLET AQUACULTURE ASSOCIATION,40610 KALLFORNSKY BEACH ROAD,KENAI,AK,99611,112511,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,26,4/16/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",COOPERATIVE PERFUSION SERVICES ALASKA,11641 Woodbourne Dr,ANCHORAGE,AK,99516,621399,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,4/28/20,First National Bank Alaska,AK - 00
"e $150,000-350,000",CORPORATION OF THE CATHOLIC BISHOP OF JUNEAU,415 6th Street Suite 300,JUNEAU,AK,99801,813110,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,46,4/13/20,First Bank,AK - 00
"e $150,000-350,000","CORRAL NW, LLC",4520 UNION SQUARE DRIVE,ANCHORAGE,AK,99503,722514,Limited  Liability Company(LLC),Unanswered,Female Owned,Non-Veteran,,64,5/11/20,Northrim Bank,AK - 00
"e $150,000-350,000","COUNTRY LANE, INC.",9300 Glacier Hwy.,JUNEAU,AK,99801,721110,Corporation,Unanswered,Male Owned,Unanswered,,45,4/14/20,First Bank,AK - 00
"e $150,000-350,000","CRAIG R. LOWRIE, LLC",1401 SEWARD MERIDIAN PKWY,WASILLA,AK,99654,621210,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,18,4/9/20,Northrim Bank,AK - 00
"e $150,000-350,000",CRAIG TRIBAL ASSOCIATION,1330 Craig/Klawock Highway,CRAIG,AK,99921,813410,Non-Profit Organization,Unanswered,Unanswered,Unanswered,Y,29,4/29/20,First Bank,AK - 00
"e $150,000-350,000",CROSS AND BAKIC INC,100 E 51 Ave,ANCHORAGE,AK,99503,811111,Corporation,Unanswered,Unanswered,Unanswered,,8,4/27/20,"Kabbage, Inc.",AK - 00
"e $150,000-350,000",CRYSTAL CREEK LODGE LLC,46 BIG CREEK RD,KING SALMON,AK,99501,713990,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,24,4/27/20,Northrim Bank,AK - 00
"e $150,000-350,000",CSG INC,714 4TH AVE STE 200,FAIRBANKS,AK,99701,541110,Corporation,Unanswered,Unanswered,Unanswered,,15,4/8/20,Denali State Bank,AK - 00
"e $150,000-350,000",CURTIS P. JEPPESEN,1068 East Point Road,DUTCH HARBOR,AK,99692,238210,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,13,4/14/20,KeyBank National Association,AK - 00
"e $150,000-350,000","CUSTOM SEAFOOD PROCESSORS, INC.",35722 Kenai Spur Hwy 35722 Kenai Spur Hwy,SOLDOTNA,AK,99669,445220,Corporation,Unanswered,Unanswered,Unanswered,,31,6/30/20,Northrim Bank,AK - 00
"e $150,000-350,000",D & L CONSTRUCTION COMPANY INC,18226 Sterling HIghway,COOPER LANDING,AK,99572,236115,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,15,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","DALE ROAD HOTEL OPERATIONS, INC.",4920 Dale Road,FAIRBANKS,AK,99709,721110,Corporation,Unanswered,Unanswered,Unanswered,,16,4/5/20,Glacier Bank,AK - 00
"e $150,000-350,000","DAMA INDUSTRIAL, LLC",1217 E 73RD AVE,ANCHORAGE,AK,99518,238910,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,16,4/28/20,Northrim Bank,AK - 00
"e $150,000-350,000","DAVID GREEN AND SONS, INC.",130 WEST 4TH AVE,ANCHORAGE,AK,99501,453998,Corporation,Unanswered,Unanswered,Unanswered,,18,4/15/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","DAVID M. WITHAM MD, INC",2111 COWLES ST,FAIRBANKS,AK,99701,621111,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,4,4/14/20,Northrim Bank,AK - 00
"e $150,000-350,000","DAVIS BLOCK COMPANY, INC.",36122 RAVENWOOD ST,KENAI,AK,99611,327320,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,18,4/7/20,Northrim Bank,AK - 00
"e $150,000-350,000",DBA KONE KOMPANY/KLOTHES RUSN/BROADWAY VIDEO/DUFFS BACKCOUNTRY,499 Broadway PO Box 211,SKAGWAY,AK,99840,453220,Sole Proprietorship,White,Female Owned,Unanswered,,13,4/9/20,Northrim Bank,AK - 00
"e $150,000-350,000","DEALERS AUTO AUCTION OF ALASKA, INC.",8400 ARLON ST,ANCHORAGE,AK,99507,441228,Corporation,Hispanic,Male Owned,Non-Veteran,,27,4/6/20,Northrim Bank,AK - 00
"e $150,000-350,000","DELANY WILES, INC",1007 W Third Ave Ste 300,ANCHORAGE,AK,99501,541110,Corporation,Unanswered,Unanswered,Unanswered,,10,4/12/20,First National Bank Alaska,AK - 00
"e $150,000-350,000","DENALI ANESTHESIA, LLC",1200 AIRPORT HEIGHTS DR Suite 355,ANCHORAGE,AK,99508,621399,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,11,4/5/20,Northrim Bank,AK - 00
